Date,Dew_Point_C,Surface_Albedo,Wind_Speed_m_s,Relative_Humidity,Temperature_C,Pressure_mbar,kW,DHI_DNI
2019-01-01 00:00:00+00:00,-7.8,0.87,5.2,83.61,-5.5,987.0,16.64,0.0
2019-01-01 00:30:00+00:00,-7.8,0.87,5.0,84.98,-5.7,988.0,16.64,0.0
2019-01-01 01:00:00+00:00,-8.4,0.87,4.9,83.41,-6.0,989.0,16.0,0.0
2019-01-01 01:30:00+00:00,-8.3,0.87,4.5,85.43,-6.3,990.0,16.64,0.0
2019-01-01 02:00:00+00:00,-8.9,0.87,4.2,83.73,-6.6,991.0,16.32,0.0
2019-01-01 02:30:00+00:00,-8.9,0.87,4.1,85.68,-6.9,991.0,16.32,0.0
2019-01-01 03:00:00+00:00,-9.6,0.87,4.0,83.86,-7.3,992.0,16.0,0.0
2019-01-01 03:30:00+00:00,-9.6,0.87,4.0,85.82,-7.6,992.0,16.32,0.0
2019-01-01 04:00:00+00:00,-10.2,0.87,4.0,83.53,-7.9,992.0,16.0,0.0
2019-01-01 04:30:00+00:00,-10.2,0.87,3.9,86.26,-8.3,993.0,18.24,0.0
2019-01-01 05:00:00+00:00,-11.0,0.87,3.8,83.75,-8.7,993.0,38.72,0.0
2019-01-01 05:30:00+00:00,-11.0,0.87,3.4,89.17,-9.5,993.0,39.04,0.0
2019-01-01 06:00:00+00:00,-12.3,0.87,3.0,84.48,-10.2,994.0,39.04,0.0
2019-01-01 06:30:00+00:00,-12.3,0.87,2.8,85.83,-10.4,994.0,18.24,0.0
2019-01-01 07:00:00+00:00,-12.9,0.87,2.6,83.3,-10.6,995.0,16.96,0.0
2019-01-01 07:30:00+00:00,-12.9,0.87,2.6,79.52,-10.0,996.0,16.0,27.0
2019-01-01 08:00:00+00:00,-12.0,0.87,2.6,81.04,-9.4,996.0,13.76,19.0
2019-01-01 08:30:00+00:00,-12.0,0.87,3.1,76.12,-8.6,996.0,13.44,75.0
2019-01-01 09:00:00+00:00,-11.1,0.87,3.6,77.39,-7.8,996.0,13.12,224.0
2019-01-01 09:30:00+00:00,-11.1,0.87,3.5,76.2,-7.6,996.0,13.12,353.0
2019-01-01 10:00:00+00:00,-10.7,0.87,3.5,76.95,-7.3,996.0,13.12,432.0
2019-01-01 10:30:00+00:00,-10.7,0.87,3.3,75.19,-7.0,996.0,13.76,539.0
2019-01-01 11:00:00+00:00,-10.3,0.87,3.1,75.84,-6.7,996.0,13.12,391.0
2019-01-01 11:30:00+00:00,-10.3,0.87,2.9,74.69,-6.5,996.0,13.12,319.0
2019-01-01 12:00:00+00:00,-9.8,0.87,2.7,76.0,-6.3,996.0,13.12,312.0
2019-01-01 12:30:00+00:00,-9.8,0.87,2.5,75.42,-6.2,996.0,13.44,475.0
2019-01-01 13:00:00+00:00,-9.8,0.87,2.3,75.17,-6.1,996.0,13.12,601.0
2019-01-01 13:30:00+00:00,-9.8,0.87,2.1,75.17,-6.1,996.0,13.44,641.0
2019-01-01 14:00:00+00:00,-9.9,0.87,1.9,74.34,-6.1,996.0,13.44,531.0
2019-01-01 14:30:00+00:00,-9.9,0.87,1.6,76.65,-6.5,996.0,13.12,281.0
2019-01-01 15:00:00+00:00,-10.1,0.87,1.3,78.33,-7.0,996.0,13.12,290.0
2019-01-01 15:30:00+00:00,-10.1,0.87,1.3,82.68,-7.7,996.0,13.12,282.0
2019-01-01 16:00:00+00:00,-11.8,0.87,1.4,77.2,-8.5,996.0,12.8,232.0
2019-01-01 16:30:00+00:00,-11.8,0.87,1.5,79.65,-8.9,996.0,14.4,28.0
2019-01-01 17:00:00+00:00,-12.4,0.87,1.5,78.9,-9.4,997.0,16.32,0.0
2019-01-01 17:30:00+00:00,-12.4,0.87,1.5,78.9,-9.4,997.0,16.32,0.0
2019-01-01 18:00:00+00:00,-12.5,0.87,1.4,81.6,-10.0,996.0,16.32,0.0
2019-01-01 18:30:00+00:00,-12.5,0.87,1.3,82.9,-10.2,996.0,16.64,0.0
2019-01-01 19:00:00+00:00,-12.5,0.87,1.1,84.27,-10.4,996.0,16.96,0.0
2019-01-01 19:30:00+00:00,-12.5,0.87,0.9,85.62,-10.6,996.0,17.28,0.0
2019-01-01 20:00:00+00:00,-12.5,0.87,0.7,87.36,-10.8,995.0,17.28,0.0
2019-01-01 20:30:00+00:00,-12.5,0.87,0.5,88.76,-11.0,995.0,17.28,0.0
2019-01-01 21:00:00+00:00,-12.5,0.87,0.4,90.24,-11.2,995.0,17.28,0.0
2019-01-01 21:30:00+00:00,-12.5,0.87,0.4,91.69,-11.4,995.0,17.28,0.0
2019-01-01 22:00:00+00:00,-12.5,0.87,0.3,92.73,-11.6,994.0,17.6,0.0
2019-01-01 22:30:00+00:00,-12.5,0.87,0.5,94.23,-11.8,994.0,17.28,0.0
2019-01-01 23:00:00+00:00,-12.7,0.87,0.7,94.26,-12.0,994.0,16.96,0.0
2019-01-01 23:30:00+00:00,-12.7,0.87,0.8,95.02,-12.1,994.0,16.64,0.0
2019-01-02 00:00:00+00:00,-12.9,0.87,0.9,95.34,-12.3,994.0,16.96,0.0
2019-01-02 00:30:00+00:00,-12.9,0.87,1.1,95.24,-12.3,993.0,16.96,0.0
2019-01-02 01:00:00+00:00,-13.1,0.87,1.3,93.87,-12.3,993.0,17.28,0.0
2019-01-02 01:30:00+00:00,-13.1,0.87,1.5,93.87,-12.3,993.0,17.28,0.0
2019-01-02 02:00:00+00:00,-13.3,0.87,1.6,92.4,-12.3,993.0,17.6,0.0
2019-01-02 02:30:00+00:00,-13.3,0.87,1.7,90.2,-12.0,993.0,17.6,0.0
2019-01-02 03:00:00+00:00,-13.0,0.87,1.7,90.36,-11.7,993.0,16.96,0.0
2019-01-02 03:30:00+00:00,-13.0,0.87,1.7,89.55,-11.6,992.0,16.96,0.0
2019-01-02 04:00:00+00:00,-12.7,0.87,1.7,89.82,-11.4,992.0,16.64,0.0
2019-01-02 04:30:00+00:00,-12.7,0.87,1.8,91.18,-11.6,991.0,16.96,0.0
2019-01-02 05:00:00+00:00,-12.9,0.87,1.9,90.69,-11.7,991.0,18.24,0.0
2019-01-02 05:30:00+00:00,-12.9,0.87,1.9,89.25,-11.5,991.0,33.92,0.0
2019-01-02 06:00:00+00:00,-12.6,0.87,2.0,89.76,-11.3,991.0,39.36,0.0
2019-01-02 06:30:00+00:00,-12.6,0.87,2.1,86.95,-10.9,991.0,42.24,0.0
2019-01-02 07:00:00+00:00,-12.0,0.87,2.2,89.02,-10.5,991.0,44.16,0.0
2019-01-02 07:30:00+00:00,-12.0,0.87,2.3,83.57,-9.7,991.0,48.0,17.0
2019-01-02 08:00:00+00:00,-10.6,0.87,2.5,87.85,-9.0,991.0,51.2,56.0
2019-01-02 08:30:00+00:00,-10.6,0.87,3.0,81.27,-8.0,991.0,54.72,100.0
2019-01-02 09:00:00+00:00,-9.0,0.87,3.6,85.81,-7.0,990.0,55.04,39.0
2019-01-02 09:30:00+00:00,-9.0,0.87,4.0,81.95,-6.4,990.0,54.72,58.0
2019-01-02 10:00:00+00:00,-8.4,0.87,4.4,82.49,-5.9,989.0,57.6,85.0
2019-01-02 10:30:00+00:00,-8.4,0.87,4.6,79.94,-5.5,988.0,56.32,103.0
2019-01-02 11:00:00+00:00,-7.8,0.87,4.8,81.51,-5.1,987.0,55.68,107.0
2019-01-02 11:30:00+00:00,-7.8,0.87,5.1,79.01,-4.7,986.0,60.48,112.0
2019-01-02 12:00:00+00:00,-7.0,0.87,5.3,81.2,-4.3,985.0,58.56,123.0
2019-01-02 12:30:00+00:00,-7.0,0.87,5.5,79.99,-4.1,985.0,56.64,174.0
2019-01-02 13:00:00+00:00,-6.6,0.87,5.6,81.42,-3.9,985.0,56.0,180.0
2019-01-02 13:30:00+00:00,-6.6,0.87,5.5,81.42,-3.9,985.0,55.36,149.0
2019-01-02 14:00:00+00:00,-6.4,0.87,5.3,82.12,-3.8,984.0,59.2,82.0
2019-01-02 14:30:00+00:00,-6.4,0.87,5.0,83.99,-4.1,984.0,57.92,45.0
2019-01-02 15:00:00+00:00,-6.5,0.87,4.7,84.73,-4.3,984.0,56.0,33.0
2019-01-02 15:30:00+00:00,-6.5,0.87,4.7,86.66,-4.6,984.0,55.36,20.0
2019-01-02 16:00:00+00:00,-7.2,0.87,4.6,84.42,-5.0,984.0,56.64,10.0
2019-01-02 16:30:00+00:00,-7.2,0.87,4.6,87.01,-5.4,984.0,55.68,1.0
2019-01-02 17:00:00+00:00,-8.2,0.87,4.6,83.36,-5.8,985.0,56.96,0.0
2019-01-02 17:30:00+00:00,-8.2,0.87,4.6,83.36,-5.8,985.0,53.76,0.0
2019-01-02 18:00:00+00:00,-9.6,0.87,3.7,84.05,-7.4,985.0,36.8,0.0
2019-01-02 18:30:00+00:00,-9.6,0.87,3.3,90.83,-8.4,985.0,24.0,0.0
2019-01-02 19:00:00+00:00,-11.4,0.87,3.0,85.44,-9.4,985.0,23.68,0.0
2019-01-02 19:30:00+00:00,-11.4,0.87,3.0,89.57,-10.0,985.0,30.4,0.0
2019-01-02 20:00:00+00:00,-12.4,0.87,2.9,86.12,-10.5,985.0,23.36,0.0
2019-01-02 20:30:00+00:00,-12.4,0.87,2.9,87.5,-10.7,985.0,18.24,0.0
2019-01-02 21:00:00+00:00,-12.7,0.87,2.9,87.05,-11.0,984.0,17.6,0.0
2019-01-02 21:30:00+00:00,-12.7,0.87,2.9,87.75,-11.1,984.0,16.32,0.0
2019-01-02 22:00:00+00:00,-12.9,0.87,2.9,87.26,-11.2,984.0,16.96,0.0
2019-01-02 22:30:00+00:00,-12.9,0.87,2.9,88.67,-11.4,984.0,16.64,0.0
2019-01-02 23:00:00+00:00,-13.0,0.87,2.9,88.7,-11.5,984.0,17.28,0.0
2019-01-02 23:30:00+00:00,-13.0,0.87,3.0,88.7,-11.5,984.0,16.64,0.0
2019-01-03 00:00:00+00:00,-13.0,0.87,3.0,89.56,-11.6,984.0,16.64,0.0
2019-01-03 00:30:00+00:00,-13.0,0.87,3.0,89.65,-11.6,985.0,16.32,0.0
2019-01-03 01:00:00+00:00,-13.0,0.87,3.0,90.35,-11.7,985.0,16.96,0.0
2019-01-03 01:30:00+00:00,-13.0,0.87,2.9,91.08,-11.8,985.0,16.0,0.0
2019-01-03 02:00:00+00:00,-13.1,0.87,2.8,90.68,-11.9,985.0,16.96,0.0
2019-01-03 02:30:00+00:00,-13.1,0.87,2.8,91.41,-12.0,985.0,16.96,0.0
2019-01-03 03:00:00+00:00,-13.2,0.87,2.7,91.29,-12.1,985.0,16.96,0.0
2019-01-03 03:30:00+00:00,-13.2,0.87,2.7,90.56,-12.0,985.0,16.32,0.0
2019-01-03 04:00:00+00:00,-13.0,0.87,2.7,91.28,-11.9,985.0,24.32,0.0
2019-01-03 04:30:00+00:00,-13.0,0.87,2.8,88.4,-11.5,985.0,39.36,0.0
2019-01-03 05:00:00+00:00,-12.4,0.87,2.8,90.5,-11.2,985.0,39.68,0.0
2019-01-03 05:30:00+00:00,-12.4,0.87,2.8,87.66,-10.8,985.0,39.36,0.0
2019-01-03 06:00:00+00:00,-11.7,0.87,2.8,90.28,-10.4,985.0,39.36,0.0
2019-01-03 06:30:00+00:00,-11.7,0.87,3.1,88.77,-10.2,984.0,37.12,0.0
2019-01-03 07:00:00+00:00,-11.2,0.87,3.4,90.41,-9.9,984.0,42.24,0.0
2019-01-03 07:30:00+00:00,-11.2,0.87,3.9,84.24,-9.0,984.0,44.48,48.0
2019-01-03 08:00:00+00:00,-9.3,0.87,4.4,90.81,-8.1,984.0,49.92,259.0
2019-01-03 08:30:00+00:00,-9.3,0.87,4.5,82.14,-6.8,984.0,54.72,593.0
2019-01-03 09:00:00+00:00,-7.0,0.87,4.6,89.12,-5.5,984.0,55.04,732.0
2019-01-03 09:30:00+00:00,-7.0,0.87,4.8,82.01,-4.4,984.0,53.76,805.0
2019-01-03 10:00:00+00:00,-5.2,0.87,4.9,87.06,-3.4,984.0,57.28,828.0
2019-01-03 10:30:00+00:00,-5.3,0.87,5.3,80.15,-2.3,983.0,56.32,897.0
2019-01-03 11:00:00+00:00,-3.5,0.87,5.6,85.04,-1.3,983.0,55.04,870.0
2019-01-03 11:30:00+00:00,-3.5,0.87,5.6,80.14,-0.5,982.0,54.08,786.0
2019-01-03 12:00:00+00:00,-2.0,0.87,5.5,85.03,0.2,982.0,52.8,886.0
2019-01-03 12:30:00+00:00,-2.0,0.87,5.2,82.53,0.6,981.0,53.12,928.0
2019-01-03 13:00:00+00:00,-1.2,0.87,4.9,85.93,0.9,981.0,50.88,915.0
2019-01-03 13:30:00+00:00,-1.2,0.87,4.5,85.31,1.0,981.0,53.44,893.0
2019-01-03 14:00:00+00:00,-0.7,0.87,4.1,88.03,1.1,981.0,52.8,858.0
2019-01-03 14:30:00+00:00,-0.7,0.87,4.1,88.66,1.0,981.0,51.84,805.0
2019-01-03 15:00:00+00:00,-0.7,0.87,4.0,89.92,0.8,980.0,51.2,732.0
2019-01-03 15:30:00+00:00,-0.7,0.87,4.4,92.55,0.4,980.0,54.08,622.0
2019-01-03 16:00:00+00:00,-1.3,0.87,4.8,91.41,-0.1,980.0,54.08,444.0
2019-01-03 16:30:00+00:00,-1.3,0.87,5.2,92.17,-0.2,981.0,53.44,114.0
2019-01-03 17:00:00+00:00,-1.5,0.87,5.7,91.69,-0.3,981.0,55.04,0.0
2019-01-03 17:30:00+00:00,-1.5,0.87,5.7,91.69,-0.3,981.0,52.48,0.0
2019-01-03 18:00:00+00:00,-1.6,0.87,5.9,91.8,-0.4,981.0,38.72,0.0
2019-01-03 18:30:00+00:00,-1.6,0.87,5.9,92.37,-0.5,980.0,27.84,0.0
2019-01-03 19:00:00+00:00,-1.7,0.87,6.0,92.37,-0.6,980.0,27.2,0.0
2019-01-03 19:30:00+00:00,-1.7,0.87,5.9,93.05,-0.7,980.0,21.76,0.0
2019-01-03 20:00:00+00:00,-1.9,0.87,5.7,93.11,-0.9,980.0,22.08,0.0
2019-01-03 20:30:00+00:00,-1.9,0.87,5.5,93.79,-1.0,980.0,16.32,0.0
2019-01-03 21:00:00+00:00,-2.1,0.87,5.3,92.61,-1.1,980.0,16.64,0.0
2019-01-03 21:30:00+00:00,-2.1,0.87,5.2,93.29,-1.2,980.0,16.32,0.0
2019-01-03 22:00:00+00:00,-2.4,0.87,5.1,92.12,-1.3,980.0,16.0,0.0
2019-01-03 22:30:00+00:00,-2.4,0.87,4.9,92.8,-1.4,980.0,16.32,0.0
2019-01-03 23:00:00+00:00,-2.8,0.87,4.8,91.75,-1.6,980.0,16.64,0.0
2019-01-03 23:30:00+00:00,-2.8,0.87,4.5,93.1,-1.8,980.0,16.0,0.0
2019-01-04 00:00:00+00:00,-3.2,0.87,4.2,91.19,-2.0,980.0,16.96,0.0
2019-01-04 00:30:00+00:00,-3.3,0.87,3.9,93.14,-2.3,979.0,16.32,0.0
2019-01-04 01:00:00+00:00,-3.9,0.87,3.6,91.05,-2.6,979.0,16.32,0.0
2019-01-04 01:30:00+00:00,-3.9,0.87,3.3,93.1,-2.9,979.0,16.32,0.0
2019-01-04 02:00:00+00:00,-4.5,0.87,3.1,91.42,-3.3,979.0,16.32,0.0
2019-01-04 02:30:00+00:00,-4.5,0.87,3.0,93.39,-3.6,978.0,16.32,0.0
2019-01-04 03:00:00+00:00,-5.0,0.87,3.0,92.31,-3.9,978.0,16.96,0.0
2019-01-04 03:30:00+00:00,-5.0,0.87,3.1,93.7,-4.1,978.0,16.0,0.0
2019-01-04 04:00:00+00:00,-5.3,0.87,3.1,93.63,-4.4,978.0,16.32,0.0
2019-01-04 04:30:00+00:00,-5.3,0.87,3.2,95.05,-4.6,978.0,16.32,0.0
2019-01-04 05:00:00+00:00,-5.5,0.87,3.2,94.8,-4.8,977.0,21.12,0.0
2019-01-04 05:30:00+00:00,-5.5,0.87,3.3,94.8,-4.8,977.0,40.0,0.0
2019-01-04 06:00:00+00:00,-5.4,0.87,3.5,95.26,-4.8,978.0,41.6,0.0
2019-01-04 06:30:00+00:00,-5.4,0.87,3.5,94.55,-4.7,978.0,40.64,0.0
2019-01-04 07:00:00+00:00,-5.4,0.87,3.6,95.14,-4.7,978.0,41.6,0.0
2019-01-04 07:30:00+00:00,-5.3,0.87,3.5,91.72,-4.2,979.0,43.52,79.0
2019-01-04 08:00:00+00:00,-4.5,0.87,3.4,94.74,-3.8,979.0,51.52,388.0
2019-01-04 08:30:00+00:00,-4.5,0.87,3.2,87.93,-2.8,979.0,52.8,596.0
2019-01-04 09:00:00+00:00,-2.9,0.87,3.1,92.92,-1.9,979.0,53.12,721.0
2019-01-04 09:30:00+00:00,-2.9,0.87,2.9,86.98,-1.0,979.0,52.8,801.0
2019-01-04 10:00:00+00:00,-1.4,0.87,2.8,91.16,-0.1,978.0,51.84,856.0
2019-01-04 10:30:00+00:00,-1.4,0.87,2.5,87.28,0.5,978.0,51.84,894.0
2019-01-04 11:00:00+00:00,-0.3,0.87,2.2,90.36,1.1,977.0,51.2,918.0
2019-01-04 11:30:00+00:00,-0.3,0.87,2.2,87.8,1.5,977.0,51.52,933.0
2019-01-04 12:00:00+00:00,0.3,0.87,2.2,88.94,1.9,976.0,50.88,938.0
2019-01-04 12:30:00+00:00,0.3,0.87,2.3,87.06,2.2,976.0,50.56,935.0
2019-01-04 13:00:00+00:00,0.7,0.87,2.4,87.71,2.5,976.0,50.24,925.0
2019-01-04 13:30:00+00:00,0.7,0.87,2.3,87.09,2.6,976.0,51.52,903.0
2019-01-04 14:00:00+00:00,1.0,0.87,2.2,88.31,2.7,976.0,50.88,869.0
2019-01-04 14:30:00+00:00,1.0,0.87,2.0,91.5,2.2,976.0,51.2,782.0
2019-01-04 15:00:00+00:00,0.6,0.87,1.8,92.64,1.7,976.0,52.48,675.0
2019-01-04 15:30:00+00:00,0.6,0.87,1.8,100.0,0.6,976.0,53.76,502.0
2019-01-04 16:00:00+00:00,-1.1,0.87,1.8,96.46,-0.6,976.0,52.48,414.0
2019-01-04 16:30:00+00:00,-1.3,0.87,1.8,100.0,-1.3,976.0,52.8,96.0
2019-01-04 17:00:00+00:00,-2.2,0.87,1.8,97.96,-1.9,977.0,51.84,0.0
2019-01-04 17:30:00+00:00,-2.2,0.87,1.8,97.96,-1.9,977.0,52.16,0.0
2019-01-04 18:00:00+00:00,-2.7,0.87,1.8,99.07,-2.6,977.0,36.16,0.0
2019-01-04 18:30:00+00:00,-2.8,0.87,1.8,100.0,-2.8,977.0,31.04,0.0
2019-01-04 19:00:00+00:00,-3.2,0.87,1.8,98.79,-3.0,977.0,28.16,0.0
2019-01-04 19:30:00+00:00,-3.2,0.87,1.7,100.0,-3.2,977.0,23.68,0.0
2019-01-04 20:00:00+00:00,-3.5,0.87,1.7,99.16,-3.4,977.0,22.4,0.0
2019-01-04 20:30:00+00:00,-3.6,0.87,1.7,100.0,-3.6,977.0,16.0,0.0
2019-01-04 21:00:00+00:00,-3.8,0.87,1.7,99.51,-3.7,977.0,16.32,0.0
2019-01-04 21:30:00+00:00,-3.8,0.87,1.7,100.0,-3.8,977.0,16.0,0.0
2019-01-04 22:00:00+00:00,-3.9,0.87,1.6,99.44,-3.8,977.0,16.0,0.0
2019-01-04 22:30:00+00:00,-3.9,0.87,1.6,100.0,-3.9,977.0,16.0,0.0
2019-01-04 23:00:00+00:00,-3.9,0.87,1.6,99.96,-3.9,977.0,16.0,0.0
2019-01-04 23:30:00+00:00,-3.9,0.87,1.6,99.96,-3.9,977.0,16.32,0.0
2019-01-05 00:00:00+00:00,-4.0,0.87,1.6,100.0,-4.0,977.0,16.0,0.0
2019-01-05 00:30:00+00:00,-4.0,0.87,1.7,100.0,-4.0,977.0,16.32,0.0
2019-01-05 01:00:00+00:00,-4.0,0.87,1.7,100.0,-4.0,977.0,16.32,0.0
2019-01-05 01:30:00+00:00,-4.0,0.87,1.8,100.0,-4.0,977.0,16.0,0.0
2019-01-05 02:00:00+00:00,-4.0,0.87,2.0,100.0,-4.0,977.0,16.0,0.0
2019-01-05 02:30:00+00:00,-3.9,0.87,2.1,100.0,-3.9,977.0,16.32,0.0
2019-01-05 03:00:00+00:00,-3.7,0.87,2.3,100.0,-3.7,977.0,16.0,0.0
2019-01-05 03:30:00+00:00,-3.5,0.87,2.4,100.0,-3.5,978.0,16.0,0.0
2019-01-05 04:00:00+00:00,-3.3,0.87,2.6,99.97,-3.3,978.0,15.68,0.0
2019-01-05 04:30:00+00:00,-3.3,0.87,2.8,98.5,-3.1,978.0,15.68,0.0
2019-01-05 05:00:00+00:00,-3.2,0.87,3.0,98.09,-2.9,978.0,15.68,0.0
2019-01-05 05:30:00+00:00,-3.2,0.87,3.0,97.37,-2.8,978.0,16.0,0.0
2019-01-05 06:00:00+00:00,-3.3,0.87,3.1,96.58,-2.8,979.0,16.0,0.0
2019-01-05 06:30:00+00:00,-3.3,0.87,3.2,97.3,-2.9,979.0,16.0,0.0
2019-01-05 07:00:00+00:00,-3.4,0.87,3.2,96.08,-2.9,979.0,15.68,0.0
2019-01-05 07:30:00+00:00,-3.4,0.87,3.6,92.58,-2.4,979.0,13.44,82.0
2019-01-05 08:00:00+00:00,-2.7,0.87,4.0,93.75,-1.8,979.0,12.48,442.0
2019-01-05 08:30:00+00:00,-2.7,0.87,4.1,88.41,-1.0,979.0,11.84,633.0
2019-01-05 09:00:00+00:00,-1.2,0.87,4.3,92.13,-0.1,980.0,11.2,752.0
2019-01-05 09:30:00+00:00,-1.2,0.87,4.2,87.59,0.6,980.0,12.16,833.0
2019-01-05 10:00:00+00:00,0.0,0.87,4.1,90.94,1.3,980.0,12.48,845.0
2019-01-05 10:30:00+00:00,0.0,0.87,4.0,87.65,1.8,979.0,15.04,911.0
2019-01-05 11:00:00+00:00,0.9,0.87,4.0,89.89,2.4,979.0,12.48,855.0
2019-01-05 11:30:00+00:00,0.9,0.87,4.0,86.76,2.9,979.0,12.48,889.0
2019-01-05 12:00:00+00:00,1.7,0.87,4.0,88.82,3.4,979.0,11.2,935.0
2019-01-05 12:30:00+00:00,1.7,0.87,3.9,87.05,3.7,980.0,11.52,916.0
2019-01-05 13:00:00+00:00,2.4,0.87,3.8,88.48,4.1,980.0,10.56,921.0
2019-01-05 13:30:00+00:00,2.4,0.87,3.6,88.48,4.1,980.0,11.84,914.0
2019-01-05 14:00:00+00:00,2.6,0.87,3.5,89.88,4.1,980.0,10.88,883.0
2019-01-05 14:30:00+00:00,2.6,0.87,3.1,93.19,3.6,981.0,12.48,837.0
2019-01-05 15:00:00+00:00,2.1,0.87,2.8,92.92,3.1,981.0,12.48,719.0
2019-01-05 15:30:00+00:00,2.1,0.87,2.8,99.75,2.1,981.0,14.08,656.0
2019-01-05 16:00:00+00:00,1.1,0.87,2.8,99.28,1.2,982.0,13.76,481.0
2019-01-05 16:30:00+00:00,1.1,0.87,2.9,100.0,1.1,983.0,14.08,133.0
2019-01-05 17:00:00+00:00,0.6,0.87,3.1,97.46,1.0,983.0,17.92,0.0
2019-01-05 17:30:00+00:00,0.6,0.87,3.1,97.46,1.0,983.0,18.24,0.0
2019-01-05 18:00:00+00:00,0.2,0.87,3.0,96.22,0.7,984.0,17.28,0.0
2019-01-05 18:30:00+00:00,0.2,0.87,3.0,97.72,0.5,985.0,16.32,0.0
2019-01-05 19:00:00+00:00,-0.4,0.87,3.0,95.68,0.2,985.0,15.68,0.0
2019-01-05 19:30:00+00:00,-0.4,0.87,3.0,96.47,0.1,986.0,15.68,0.0
2019-01-05 20:00:00+00:00,-0.9,0.87,2.9,93.75,0.0,986.0,15.68,0.0
2019-01-05 20:30:00+00:00,-0.9,0.87,3.0,95.12,-0.2,986.0,16.0,0.0
2019-01-05 21:00:00+00:00,-1.5,0.87,3.0,93.29,-0.5,987.0,16.0,0.0
2019-01-05 21:30:00+00:00,-1.5,0.87,3.0,96.75,-1.0,987.0,16.0,0.0
2019-01-05 22:00:00+00:00,-2.3,0.87,3.0,93.96,-1.5,987.0,16.0,0.0
2019-01-05 22:30:00+00:00,-2.3,0.87,2.8,98.3,-2.1,988.0,16.0,0.0
2019-01-05 23:00:00+00:00,-3.4,0.87,2.7,95.78,-2.8,988.0,15.68,0.0
2019-01-05 23:30:00+00:00,-3.4,0.87,2.6,99.4,-3.3,988.0,15.68,0.0
2019-01-06 00:00:00+00:00,-4.1,0.87,2.5,96.88,-3.7,989.0,16.0,0.0
2019-01-06 00:30:00+00:00,-4.1,0.87,2.4,99.08,-4.0,989.0,16.0,0.0
2019-01-06 01:00:00+00:00,-4.6,0.87,2.4,97.45,-4.3,990.0,33.6,0.0
2019-01-06 01:30:00+00:00,-4.6,0.87,2.4,99.68,-4.6,990.0,39.04,0.0
2019-01-06 02:00:00+00:00,-5.0,0.87,2.4,98.51,-4.8,991.0,39.36,0.0
2019-01-06 02:30:00+00:00,-5.0,0.87,2.4,99.26,-4.9,991.0,17.6,0.0
2019-01-06 03:00:00+00:00,-5.2,0.87,2.4,98.67,-5.0,991.0,15.68,0.0
2019-01-06 03:30:00+00:00,-5.2,0.87,2.4,98.67,-5.0,991.0,16.64,0.0
2019-01-06 04:00:00+00:00,-5.2,0.87,2.4,99.06,-5.1,991.0,16.96,0.0
2019-01-06 04:30:00+00:00,-5.2,0.87,2.3,99.16,-5.1,992.0,16.32,0.0
2019-01-06 05:00:00+00:00,-5.2,0.87,2.3,99.07,-5.1,992.0,16.64,0.0
2019-01-06 05:30:00+00:00,-5.2,0.87,2.3,98.32,-5.0,992.0,16.32,0.0
2019-01-06 06:00:00+00:00,-5.0,0.87,2.4,98.3,-4.8,992.0,16.32,0.0
2019-01-06 06:30:00+00:00,-5.0,0.87,2.5,95.38,-4.4,992.0,16.64,0.0
2019-01-06 07:00:00+00:00,-4.4,0.87,2.7,96.21,-3.9,992.0,16.32,0.0
2019-01-06 07:30:00+00:00,-4.4,0.87,3.1,91.4,-3.2,993.0,16.0,44.0
2019-01-06 08:00:00+00:00,-3.3,0.87,3.4,94.46,-2.5,993.0,13.12,134.0
2019-01-06 08:30:00+00:00,-3.3,0.87,3.6,90.36,-1.9,993.0,12.8,273.0
2019-01-06 09:00:00+00:00,-2.2,0.87,3.7,93.43,-1.3,993.0,12.48,285.0
2019-01-06 09:30:00+00:00,-2.2,0.87,3.7,90.74,-0.9,993.0,12.8,361.0
2019-01-06 10:00:00+00:00,-1.4,0.87,3.7,92.84,-0.4,993.0,12.48,426.0
2019-01-06 10:30:00+00:00,-1.4,0.87,3.8,90.84,-0.1,993.0,12.8,411.0
2019-01-06 11:00:00+00:00,-0.8,0.87,3.8,92.55,0.3,992.0,12.16,384.0
2019-01-06 11:30:00+00:00,-0.8,0.87,4.0,90.56,0.6,992.0,11.84,465.0
2019-01-06 12:00:00+00:00,-0.3,0.87,4.2,91.94,0.9,992.0,12.16,441.0
2019-01-06 12:30:00+00:00,-0.3,0.87,4.3,91.28,1.0,992.0,12.48,416.0
2019-01-06 13:00:00+00:00,0.0,0.87,4.3,92.21,1.1,991.0,12.48,440.0
2019-01-06 13:30:00+00:00,0.0,0.87,4.3,92.21,1.1,991.0,12.48,326.0
2019-01-06 14:00:00+00:00,0.0,0.87,4.4,92.44,1.1,991.0,12.16,177.0
2019-01-06 14:30:00+00:00,0.0,0.87,4.6,93.11,1.0,991.0,12.8,99.0
2019-01-06 15:00:00+00:00,-0.2,0.87,4.8,92.32,0.9,991.0,12.8,81.0
2019-01-06 15:30:00+00:00,-0.2,0.87,5.0,93.66,0.7,991.0,13.12,50.0
2019-01-06 16:00:00+00:00,-0.6,0.87,5.2,93.06,0.4,990.0,13.44,26.0
2019-01-06 16:30:00+00:00,-0.6,0.87,5.5,93.73,0.3,990.0,16.0,18.0
